,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
496,34.0,2.110e-01,0.599,2.106e+05,0.790,6.740e-06,0.326,-7.155,0.029,91.029,0.718,Country
497,56.0,,,2.545e+05,,0.000e+00,0.065,-4.109,0.043,81.962,,Rock
498,37.0,9.950e-01,0.450,8.571e+04,0.003,9.260e-01,0.057,-38.718,0.053,62.440,0.090,Classical
499,54.0,1.790e-04,,3.963e+05,0.613,1.510e-01,0.178,-9.444,0.034,85.693,,Rock
500,54.0,2.320e-01,0.499,3.359e+05,0.816,0.000e+00,0.105,-3.913,0.036,82.017,0.275,Alternative
501,61.0,2.100e-01,0.494,1.803e+05,0.470,0.000e+00,0.280,-9.599,0.030,103.477,0.698,Rock
502,55.0,8.300e-01,0.387,-1.000e+00,0.194,1.450e-03,0.131,-10.829,0.031,121.700,0.086,Rock
503,58.0,4.900e-02,0.477,,0.672,,0.355,,0.031,139.864,0.263,Rock
504,48.0,1.690e-02,,4.007e+05,0.752,2.140e-02,0.117,-5.002,0.039,111.105,,Alternative
505,60.0,1.040e-05,0.545,2.095e+05,0.836,1.290e-04,0.413,-4.029,0.028,105.925,0.449,Rock
506,79.0,,,1.801e+05,,7.070e-06,0.071,-9.443,0.039,118.068,,Rock
507,60.0,1.410e-02,0.441,2.708e+05,0.563,3.690e-06,0.101,-7.274,0.025,85.711,0.209,Rock
508,51.0,4.880e-04,,1.879e+05,0.879,1.190e-06,0.140,-3.329,0.039,86.986,,Rock
509,46.0,7.100e-01,0.623,3.840e+05,0.328,3.440e-01,0.105,-12.949,0.038,74.668,0.696,Jazz
510,61.0,8.510e-03,0.703,2.478e+05,0.785,4.790e-02,0.178,-7.633,0.046,105.857,0.592,Rock
511,49.0,,0.420,2.811e+05,,1.460e-04,0.139,-5.565,0.031,165.983,0.206,Country
512,62.0,9.060e-03,0.508,2.250e+05,0.991,1.280e-05,0.316,-1.768,0.123,95.524,0.295,Rock
513,57.0,6.210e-01,0.657,2.140e+05,0.490,8.100e-01,0.106,-12.270,,120.406,0.530,Rock
514,66.0,2.380e-02,0.630,1.892e+05,0.908,5.920e-01,0.116,-2.420,0.033,120.522,0.968,Rock
515,60.0,,0.645,2.172e+05,,0.000e+00,0.374,-5.883,0.033,100.026,0.461,Rock
516,32.0,7.830e-01,,2.076e+05,0.549,2.860e-02,0.093,-8.012,0.077,148.118,,Electronic
517,54.0,2.670e-01,0.467,3.037e+05,0.561,3.020e-06,0.132,-6.787,0.026,81.303,0.493,Rock
518,12.0,1.090e-04,0.248,1.058e+05,0.918,7.850e-01,0.244,-5.005,0.107,120.406,0.340,Anime
519,75.0,3.640e-02,0.454,,0.660,,0.181,-4.357,0.168,184.353,0.568,Rock
520,56.0,2.980e-01,0.632,1.800e+05,0.742,0.000e+00,0.433,-7.041,0.085,160.037,0.657,Rap
521,53.0,2.420e-04,,1.855e+05,0.750,1.190e-02,0.271,-6.619,0.103,165.036,,Rock
522,69.0,1.560e-02,,,0.924,,,-3.398,0.028,,,Rock
523,42.0,5.860e-02,0.809,1.605e+05,0.270,9.010e-01,0.257,-13.723,0.078,80.009,0.108,Electronic
524,53.0,1.740e-01,0.676,,0.379,,,-19.420,0.031,,0.818,Rock
525,28.0,9.350e-01,0.294,3.703e+04,0.349,5.810e-01,0.158,-17.519,0.048,155.418,0.030,Anime
526,,,0.613,,,,,-13.443,0.060,,0.710,Blues
527,26.0,1.680e-01,0.291,5.416e+05,0.937,4.700e-01,0.860,-7.032,,153.324,0.427,Blues
528,56.0,,0.647,2.192e+05,,0.000e+00,0.139,-4.388,0.036,161.416,0.598,Rock
529,66.0,,0.589,2.128e+05,,0.000e+00,0.076,-3.925,0.063,81.945,0.562,Rock
530,16.0,8.830e-03,0.438,2.991e+05,0.979,2.560e-01,0.169,-6.269,0.408,152.978,0.126,Anime
531,51.0,7.420e-01,0.603,2.341e+05,0.360,0.000e+00,0.233,,0.031,122.021,0.347,Country
532,69.0,4.560e-04,,2.274e+05,0.920,2.600e-03,0.110,-4.852,0.058,93.162,,Rock
533,28.0,2.530e-01,,3.107e+05,0.707,8.400e-04,0.212,-4.844,0.026,180.030,,Anime
534,58.0,1.950e-01,0.475,,0.757,,0.370,-7.307,0.357,120.406,0.071,Hip-Hop
535,33.0,9.780e-01,,2.081e+05,0.087,8.600e-01,0.407,-22.613,0.053,79.847,,Classical
536,51.0,9.250e-03,0.600,2.013e+05,0.900,2.930e-01,0.269,-8.434,0.046,120.406,0.918,Rock
537,,1.550e-01,0.491,,0.523,,,-9.417,0.592,,0.243,Rap
538,50.0,,0.314,2.414e+05,,2.690e-02,0.564,-8.365,0.035,145.047,0.348,Rock
539,23.0,1.460e-01,0.720,2.289e+05,0.425,1.080e-01,0.785,-14.148,0.710,129.929,0.548,Electronic
540,64.0,2.790e-01,0.723,2.982e+05,0.691,0.000e+00,0.036,-6.784,0.219,138.038,0.512,Hip-Hop
541,36.0,,0.520,5.759e+05,,7.790e-01,0.094,-8.389,0.028,90.011,0.169,Electronic
542,61.0,1.740e-03,0.564,2.573e+05,0.941,6.420e-05,0.242,-4.787,0.051,112.008,0.542,Rock
543,57.0,8.370e-02,0.498,1.755e+05,0.639,4.610e-05,0.194,-6.040,0.033,120.406,0.180,Rock
544,59.0,1.850e-02,0.656,2.490e+05,0.721,0.000e+00,0.048,-5.675,,93.947,0.472,Rock
545,64.0,1.250e-02,0.522,2.460e+05,0.923,1.700e-02,0.085,-4.560,0.054,120.406,0.595,Rock
546,63.0,,0.541,1.978e+05,,2.040e-06,0.097,-5.964,0.061,156.015,0.627,Rock
547,50.0,,0.749,-1.000e+00,,1.380e-04,0.097,-12.847,0.038,132.153,0.308,Rock
548,57.0,9.130e-01,0.356,1.791e+05,0.260,2.100e-06,0.105,-10.577,0.031,144.184,0.490,Rock
549,71.0,2.720e-02,,1.686e+05,0.939,0.000e+00,0.240,-1.352,,105.092,,Rock
550,56.0,,,3.501e+05,,9.340e-01,0.109,-31.231,0.036,67.144,,Classical
551,64.0,9.140e-01,0.567,1.579e+05,0.159,0.000e+00,0.111,-13.648,0.033,146.913,0.436,Blues
552,51.0,3.080e-01,,1.984e+05,0.627,0.000e+00,0.159,-5.657,0.047,149.756,,Electronic
553,70.0,3.540e-02,0.526,1.938e+05,0.801,3.170e-06,0.064,-3.717,0.039,172.024,0.769,Rock
554,58.0,1.070e-02,,2.013e+05,0.750,0.000e+00,0.106,-3.530,0.029,159.824,,Rock
555,60.0,,0.634,2.370e+05,,5.290e-06,0.060,-5.058,0.352,94.000,0.929,Rap
556,25.0,3.980e-03,0.568,3.739e+05,0.587,7.400e-01,0.684,-11.238,0.033,128.008,0.038,Electronic
557,70.0,5.680e-03,0.441,-1.000e+00,0.762,3.310e-05,0.086,-3.857,0.044,167.964,0.743,Rock
558,62.0,4.480e-01,0.504,-1.000e+00,0.501,0.000e+00,0.190,-11.899,0.038,94.961,0.731,Rock
559,63.0,1.620e-02,0.715,-1.000e+00,0.656,5.010e-04,0.088,-6.154,0.026,126.010,0.423,Rock
560,58.0,5.150e-01,0.471,2.848e+05,0.357,3.630e-03,0.114,-11.333,0.028,138.255,0.278,
561,65.0,,0.600,2.174e+05,,2.200e-03,0.249,-17.085,0.037,110.535,0.468,Rock
562,59.0,2.860e-03,,2.506e+05,0.557,0.000e+00,0.209,-4.470,0.029,145.861,,Rock
563,51.0,4.250e-01,0.436,1.547e+05,0.655,0.000e+00,0.393,-8.153,0.159,139.712,0.523,Alternative
564,59.0,3.120e-02,0.473,3.123e+05,0.691,4.040e-03,0.147,-7.984,0.025,120.406,0.421,Rock
565,50.0,5.710e-04,0.183,-1.000e+00,0.984,1.840e-05,0.288,-2.654,0.186,182.410,0.360,Alternative
566,54.0,2.190e-02,,2.184e+05,0.812,1.060e-03,0.102,-12.062,0.032,135.680,,Rock
567,55.0,1.600e-01,0.525,2.573e+05,0.501,2.500e-02,0.146,-14.192,0.032,108.291,0.333,Rock
568,68.0,,0.458,3.425e+05,,0.000e+00,0.574,,0.026,72.484,0.363,Rock
569,26.0,,0.348,3.134e+05,,1.180e-03,0.948,-8.054,0.034,120.406,0.482,Blues
570,52.0,3.860e-01,,2.568e+05,0.551,1.150e-03,0.223,-8.984,0.039,93.979,,Rock
571,51.0,3.780e-02,0.549,1.770e+05,0.888,7.220e-06,0.156,-3.680,0.029,104.976,0.386,Alternative
572,58.0,1.180e-01,0.663,-1.000e+00,0.480,3.870e-04,0.165,-9.267,0.025,95.912,0.218,Rock
573,74.0,7.640e-02,0.686,2.005e+05,0.783,0.000e+00,0.163,-4.977,0.119,120.406,0.814,Rock
574,24.0,,0.606,1.866e+05,,9.040e-06,0.506,-4.194,0.027,130.006,0.691,Rock
575,60.0,3.400e-02,,2.160e+05,0.933,2.070e-05,0.330,-4.874,,169.842,,Rock
576,64.0,2.720e-03,0.235,2.273e+05,0.860,9.690e-02,0.388,-2.842,,127.788,0.342,Rock
577,0.0,9.560e-01,0.332,1.941e+05,0.188,9.290e-01,0.137,-20.450,0.045,136.270,0.055,Classical
578,68.0,2.100e-02,0.424,2.545e+05,0.632,1.170e-02,0.054,-7.243,0.092,97.694,0.356,Rock
579,36.0,4.810e-01,0.718,2.855e+05,0.548,8.570e-01,0.089,-11.204,0.032,109.960,0.629,Jazz
580,49.0,2.580e-05,0.475,1.774e+05,0.753,9.680e-02,0.212,-5.058,0.214,162.920,0.672,Alternative
581,55.0,1.520e-01,0.555,-1.000e+00,0.726,1.780e-04,0.148,-8.939,0.037,107.719,0.505,Rock
582,53.0,7.750e-01,0.435,-1.000e+00,0.384,9.200e-01,0.119,-14.024,0.029,159.092,0.171,Rock
583,33.0,1.660e-03,0.495,-1.000e+00,0.534,1.170e-04,0.089,-7.347,0.025,92.997,0.182,Country
584,59.0,,0.471,2.671e+05,,0.000e+00,0.101,-10.879,0.032,125.242,0.170,Rock
585,32.0,7.920e-02,0.364,4.319e+05,0.752,1.570e-05,0.097,-5.623,0.100,173.715,0.636,Blues
586,26.0,3.790e-01,0.570,2.824e+05,0.949,3.510e-01,0.093,-3.529,0.118,120.406,0.807,Blues
587,38.0,1.370e-01,0.494,2.052e+05,0.357,6.670e-01,0.131,-17.063,0.034,120.406,0.292,Jazz
588,34.0,4.410e-01,,1.573e+05,0.728,3.330e-05,0.351,-9.140,0.098,78.205,,Jazz
589,52.0,3.140e-02,0.725,2.019e+05,0.550,0.000e+00,0.089,-6.588,0.044,76.011,0.785,Country
590,65.0,5.270e-01,0.773,2.646e+05,0.794,3.540e-04,0.113,-4.954,0.033,101.143,0.907,Rock
591,58.0,8.800e-01,0.309,2.410e+05,0.179,3.460e-04,0.117,-17.077,0.034,121.498,0.167,Rock
592,45.0,9.350e-01,0.548,2.508e+05,0.115,8.070e-02,0.160,-18.408,0.034,107.799,0.150,Jazz
593,63.0,,0.559,2.139e+05,,5.240e-03,0.096,-5.338,0.039,104.976,0.573,Rock
594,70.0,5.690e-03,0.724,1.637e+05,0.591,2.490e-02,0.083,-5.696,0.068,107.944,0.633,Rock
595,38.0,3.280e-01,0.444,3.370e+05,0.540,1.270e-02,0.080,-11.003,0.216,120.406,0.287,Jazz
596,34.0,9.810e-01,,2.745e+05,0.053,9.690e-01,0.071,-26.037,0.040,120.406,,Classical
597,30.0,,0.813,2.450e+05,,8.870e-01,0.047,-7.177,0.037,120.406,0.877,Jazz
598,54.0,5.170e-01,0.589,2.179e+05,0.616,9.330e-06,0.123,-3.401,0.099,83.937,0.305,Hip-Hop
599,57.0,1.420e-01,0.405,3.382e+05,0.756,4.030e-05,0.638,-6.361,0.031,120.406,0.606,Rock
600,,1.710e-01,0.348,,0.870,,,-5.860,0.137,,0.763,Country
601,75.0,,0.526,1.952e+05,,5.970e-02,0.229,-6.003,0.090,90.052,0.528,Rock
602,35.0,9.950e-01,0.387,3.638e+05,0.035,8.930e-01,0.073,-32.142,0.048,96.860,0.150,Classical
603,60.0,,0.511,2.524e+05,,2.010e-03,0.135,-4.243,0.075,147.999,0.557,Rock
604,67.0,2.660e-01,0.328,1.806e+05,0.619,1.950e-06,0.178,-7.136,0.282,67.153,0.405,Rap
605,30.0,9.730e-01,0.430,5.337e+05,0.083,6.090e-01,0.214,-22.039,0.047,125.093,0.459,Classical
606,51.0,6.140e-04,0.411,3.226e+05,0.768,8.590e-03,0.134,-4.210,,134.408,0.672,Alternative
607,52.0,5.160e-01,0.813,-1.000e+00,0.757,0.000e+00,0.363,-5.358,0.356,92.996,0.646,Hip-Hop
608,61.0,8.360e-01,0.330,1.870e+05,0.214,7.010e-02,0.178,-17.699,0.031,147.795,0.275,Rock
609,65.0,3.180e-03,0.559,1.908e+05,0.931,1.240e-05,0.062,-5.863,0.072,90.911,0.644,Rock
610,52.0,1.170e-02,,4.139e+05,0.991,3.920e-03,0.339,-6.725,0.256,152.596,,Electronic
611,54.0,4.540e-01,0.385,1.303e+05,0.791,0.000e+00,0.075,-2.647,0.095,194.638,0.764,Rock
612,61.0,8.240e-02,0.571,2.262e+05,0.698,3.700e-03,0.279,-5.056,0.035,120.406,0.610,Rock
613,13.0,8.120e-01,0.615,1.091e+05,0.229,9.530e-01,0.165,-18.944,0.047,184.591,0.086,Anime
614,35.0,4.370e-01,0.620,1.840e+05,0.611,2.880e-02,0.118,-10.708,0.028,93.119,0.689,Blues
615,65.0,1.950e-01,0.606,1.726e+05,0.805,8.810e-06,0.109,-5.399,0.214,120.406,0.725,Rock
616,60.0,,0.346,1.882e+05,,2.030e-05,0.263,-4.919,,186.836,0.297,Rock
617,61.0,,0.529,,,,0.205,-5.513,0.048,93.977,0.690,Rock
618,38.0,4.160e-04,0.694,1.280e+05,0.917,4.220e-01,0.515,-3.181,0.219,150.010,0.526,Electronic
619,35.0,7.210e-03,0.551,6.680e+05,0.531,8.680e-04,0.135,-9.054,0.050,82.360,0.546,Blues
620,51.0,2.000e-01,0.427,2.407e+05,0.883,0.000e+00,0.105,-1.936,0.102,159.910,0.724,Country
621,43.0,3.540e-02,0.794,3.734e+05,0.625,8.710e-01,0.065,-8.396,0.055,113.996,0.187,Electronic
622,61.0,1.480e-01,,4.623e+05,0.788,6.250e-01,0.098,-5.611,0.043,142.584,,Rock
623,62.0,4.560e-04,0.519,1.907e+05,0.892,5.250e-04,0.572,,0.113,174.027,0.559,Rock
624,60.0,7.980e-03,,1.860e+05,0.843,3.100e-05,0.112,-4.238,,91.979,,Rock
625,73.0,2.320e-01,0.848,1.819e+05,0.649,0.000e+00,0.101,-6.083,0.315,118.040,0.629,Hip-Hop
626,56.0,6.010e-02,0.559,2.587e+05,0.343,1.380e-01,0.100,-13.072,0.042,120.406,0.183,Rock
627,56.0,6.510e-01,,,0.370,,,-16.651,0.035,,,Country
628,57.0,1.800e-04,0.448,,0.927,,,-3.244,0.061,,0.687,Rock
629,61.0,7.250e-02,0.641,-1.000e+00,0.792,5.130e-01,0.175,-6.453,0.027,87.069,0.670,Rock
630,,9.590e-01,0.067,,0.034,,,-26.563,0.047,,0.038,Classical
631,65.0,,0.531,2.161e+05,,0.000e+00,0.072,-4.950,0.035,124.578,0.424,Rock
632,65.0,,0.829,-1.000e+00,,1.480e-03,0.171,-4.329,0.097,130.040,0.762,Rock
633,36.0,,,4.606e+05,,9.750e-01,0.108,-20.820,0.039,120.406,,Jazz
634,65.0,,0.506,,,,,-6.110,0.110,,0.549,Rock
635,,7.630e-01,,,0.459,,,-10.446,0.030,,,Rock
636,68.0,8.300e-02,,-1.000e+00,0.824,0.000e+00,0.210,-4.039,0.052,161.981,,Rock
637,66.0,,,1.903e+05,,0.000e+00,0.111,-3.347,0.039,92.967,,Rock
638,30.0,8.060e-01,,3.063e+05,0.670,9.130e-01,0.121,-9.736,0.030,95.109,,Jazz
639,34.0,4.770e-03,0.758,,0.479,,0.107,-6.791,0.087,92.003,0.652,Jazz
640,50.0,7.220e-02,,,0.901,,0.140,-6.311,0.038,93.980,,Rock
641,50.0,1.010e-01,0.530,2.316e+05,0.504,6.330e-04,0.106,-6.710,0.025,120.406,0.560,Country
642,57.0,9.680e-01,0.573,1.158e+05,0.235,1.980e-02,0.105,-16.982,0.043,79.578,0.834,Rock
643,55.0,,0.409,2.584e+05,,1.180e-01,0.116,,0.085,166.001,0.473,Rock
644,26.0,7.700e-01,0.810,1.531e+05,0.524,1.030e-05,0.161,-9.770,0.034,130.214,0.949,Blues
645,42.0,2.390e-01,0.669,2.178e+05,0.736,1.690e-04,0.598,-3.223,0.060,145.061,0.494,Electronic
646,54.0,2.570e-01,0.690,3.296e+05,0.877,0.000e+00,0.140,-4.074,0.264,92.165,0.779,Hip-Hop
647,36.0,9.370e-01,0.087,-1.000e+00,0.017,7.730e-01,0.108,-32.245,0.048,85.068,0.050,Classical
648,59.0,2.140e-01,0.599,2.396e+05,0.869,1.290e-01,0.108,-4.874,0.028,90.088,0.637,Rock
649,79.0,1.490e-02,0.921,1.913e+05,0.467,2.380e-04,0.334,-8.443,0.119,135.995,0.287,Rap
650,60.0,7.580e-01,0.350,-1.000e+00,0.293,8.210e-06,0.104,,,96.685,0.162,Rock
651,62.0,7.110e-02,0.753,1.931e+05,0.594,0.000e+00,0.391,-9.486,0.082,112.568,0.562,Rap
652,55.0,,0.547,2.439e+05,,6.590e-04,0.312,-3.839,0.045,114.053,0.532,Rock
653,55.0,,0.622,,,,0.095,-7.971,0.027,90.082,0.496,Country
654,42.0,4.580e-01,0.368,-1.000e+00,0.395,3.660e-05,0.140,-14.067,0.030,101.564,0.466,Blues
655,51.0,2.730e-04,0.616,-1.000e+00,0.985,1.450e-04,0.111,-1.598,0.083,109.979,0.487,Rock
656,61.0,4.980e-01,0.523,2.415e+05,0.366,0.000e+00,0.094,-14.069,0.033,142.814,0.291,Rock
657,56.0,6.320e-02,0.705,2.419e+05,0.750,0.000e+00,0.146,-4.558,0.052,77.817,0.392,Rap
658,,5.170e-01,0.668,,0.477,,,-8.709,0.036,,0.097,Rock
659,52.0,1.780e-02,0.878,2.517e+05,0.651,0.000e+00,0.041,-8.074,,92.028,0.102,Rap
660,46.0,8.660e-01,0.470,3.205e+05,0.220,1.070e-06,0.113,-11.727,0.043,156.109,0.349,Alternative
661,77.0,1.670e-01,0.491,1.892e+05,0.867,0.000e+00,0.458,-2.313,0.103,167.965,0.602,Rock
662,64.0,,0.390,3.305e+05,,0.000e+00,0.379,,0.068,177.515,0.584,Rock
663,64.0,2.170e-02,0.858,2.476e+05,0.760,0.000e+00,0.322,-7.895,0.254,93.082,0.951,Hip-Hop
664,53.0,2.770e-03,0.612,,0.666,,,-5.866,0.032,,0.353,Rock
665,51.0,1.470e-01,0.440,2.011e+05,0.649,0.000e+00,0.105,-8.465,0.092,187.783,0.405,Rock
666,70.0,5.570e-02,0.678,2.134e+05,0.760,0.000e+00,0.359,-5.546,0.221,96.044,0.240,Rap
667,56.0,2.380e-02,,3.135e+05,0.694,0.000e+00,0.034,-5.184,,96.458,,Rock
668,56.0,9.200e-01,,2.608e+05,0.289,1.100e-04,0.124,-9.830,0.027,108.098,,Rock
669,55.0,2.380e-01,0.593,2.045e+05,0.410,5.870e-01,0.117,-9.722,0.024,120.406,0.270,Rock
670,54.0,5.930e-02,0.608,,0.863,,0.228,-4.870,,150.029,0.476,Rap
671,33.0,3.770e-01,0.519,-1.000e+00,0.374,0.000e+00,0.077,,0.027,111.336,0.422,Blues
672,,,0.426,,,,0.095,-5.828,0.040,88.088,0.219,Rock
673,61.0,5.040e-01,0.461,1.689e+05,0.714,1.710e-02,0.684,-9.159,0.313,94.372,0.454,Rock
674,62.0,,0.564,1.681e+05,,1.150e-05,0.168,-6.578,0.044,79.990,0.320,Rock
675,55.0,3.240e-01,0.705,1.913e+05,0.813,0.000e+00,0.347,-4.522,0.116,120.406,0.843,Rock
676,46.0,2.810e-01,,,0.724,,,-5.142,0.089,,,Electronic
677,49.0,,,,,,,-8.624,0.039,,,Country
678,42.0,1.280e-04,0.442,2.905e+05,0.793,3.050e-04,0.227,-5.465,0.029,149.958,0.313,Alternative
679,47.0,1.350e-02,0.162,3.693e+05,0.517,2.460e-01,0.116,-8.214,0.063,173.743,0.109,Blues
680,54.0,3.140e-04,0.503,1.772e+05,0.741,5.740e-01,0.440,-5.672,0.036,120.998,0.544,Rock
681,80.0,3.810e-01,0.642,1.951e+05,0.782,0.000e+00,0.108,-3.395,0.048,162.005,0.396,Hip-Hop
682,59.0,3.100e-01,0.476,2.831e+05,0.331,2.820e-06,0.172,-14.884,0.030,130.574,0.240,Rock
683,62.0,1.820e-02,0.378,3.395e+05,0.596,1.140e-05,0.144,-5.406,0.032,135.968,0.172,Rock
684,65.0,4.920e-01,0.761,1.894e+05,0.592,6.260e-03,0.610,-9.836,0.059,123.095,0.332,Rock
685,,8.190e-01,0.640,,0.196,,0.098,-11.478,0.027,143.919,0.301,Rock
686,67.0,2.380e-03,0.236,3.544e+05,0.840,2.040e-01,0.303,-3.454,0.057,129.190,0.189,Rock
687,44.0,,0.674,2.469e+05,,0.000e+00,0.289,-6.457,0.061,143.948,0.371,Country
688,41.0,9.760e-03,,-1.000e+00,0.788,3.950e-01,0.290,-7.772,0.029,126.355,,Electronic
689,52.0,3.720e-03,0.326,2.105e+05,0.935,7.550e-06,0.302,-5.690,0.070,135.762,0.170,Alternative
690,59.0,1.220e-01,,2.189e+05,0.601,5.690e-06,0.181,-5.996,0.029,120.406,,Rock
691,,3.680e-02,,,0.741,,0.402,-3.821,0.030,75.012,,Rock
692,52.0,7.080e-02,0.458,2.083e+05,0.751,1.050e-02,0.169,-4.681,0.032,140.895,0.387,Rock
693,71.0,4.140e-02,0.686,2.896e+05,0.428,0.000e+00,0.138,-13.072,0.192,141.950,0.329,Hip-Hop
694,60.0,5.820e-01,0.421,1.871e+05,0.407,7.750e-01,0.117,-10.732,0.078,80.748,0.238,Alternative
695,49.0,5.910e-03,,1.932e+05,0.837,2.830e-05,0.064,,0.072,131.668,,Rock
696,56.0,3.750e-01,0.677,2.550e+05,0.403,2.690e-04,0.059,-9.457,0.029,120.406,0.568,Rock
697,58.0,6.690e-01,,1.429e+05,0.363,0.000e+00,0.117,-12.484,0.034,123.263,,Rock
698,16.0,2.460e-02,0.545,2.251e+05,0.917,0.000e+00,0.307,-2.839,0.035,132.930,0.651,Anime
699,50.0,,0.419,2.710e+05,,0.000e+00,0.097,-5.659,0.032,143.968,0.242,Alternative
700,,,0.437,,,,,-11.439,0.033,,0.078,
701,67.0,9.320e-04,0.513,2.589e+05,0.877,1.630e-04,0.136,-3.756,0.029,145.919,0.389,Rock
702,56.0,2.450e-01,0.876,1.273e+05,0.807,0.000e+00,0.125,-4.466,0.180,135.754,0.691,Hip-Hop
703,25.0,1.610e-02,0.815,1.496e+05,0.666,5.520e-01,0.074,-5.995,0.227,120.406,0.483,Electronic
704,73.0,,0.413,-1.000e+00,,0.000e+00,0.079,-5.120,0.255,120.406,0.085,Hip-Hop
705,54.0,2.630e-02,0.314,3.096e+05,0.959,1.480e-04,0.161,-4.657,0.091,154.221,0.492,Rock
706,53.0,3.580e-03,0.765,4.605e+05,0.397,7.150e-01,0.117,-10.538,,123.890,0.150,Rock
707,45.0,6.630e-01,0.665,2.980e+05,0.634,9.770e-05,0.127,,0.210,93.050,0.430,Jazz
708,58.0,3.180e-01,0.492,3.569e+05,0.928,1.070e-01,0.087,-2.261,0.050,127.995,0.312,Rock
709,48.0,4.950e-01,0.950,1.902e+05,0.343,0.000e+00,0.081,-9.418,0.508,124.051,0.564,Hip-Hop
710,53.0,1.640e-01,0.552,2.957e+05,0.802,1.140e-03,0.130,-7.479,0.040,152.807,0.631,Rock
711,46.0,4.800e-01,0.809,2.033e+05,0.523,0.000e+00,0.277,-6.335,0.206,133.921,0.827,Hip-Hop
712,59.0,7.040e-01,0.178,-1.000e+00,0.981,7.450e-05,0.854,-1.743,0.162,88.210,0.369,Alternative
713,59.0,8.870e-02,0.691,2.724e+05,0.740,0.000e+00,0.149,-5.884,0.298,78.025,0.410,Rap
714,67.0,1.750e-01,0.386,3.631e+05,0.562,9.170e-06,0.209,-4.363,0.030,72.945,0.228,Rock
715,50.0,1.880e-01,0.766,2.612e+05,0.526,0.000e+00,0.074,-6.228,0.233,136.105,0.568,Rap
716,21.0,9.330e-01,0.160,5.122e+05,0.074,7.610e-01,0.079,-22.592,0.041,120.406,0.076,Classical
717,47.0,3.240e-01,0.644,8.578e+04,0.722,8.920e-01,0.089,-4.872,0.079,89.519,0.769,Jazz
718,,5.470e-01,0.562,,0.394,,0.383,-9.536,,76.277,0.292,Hip-Hop
719,27.0,1.820e-02,0.350,1.848e+05,0.658,3.790e-06,0.073,-6.553,0.057,156.295,0.593,Blues
720,50.0,1.330e-02,0.444,2.474e+05,0.609,0.000e+00,0.064,-11.190,0.037,124.005,0.780,Rock
721,54.0,5.030e-01,0.220,4.194e+05,0.440,8.620e-01,0.120,-9.456,0.035,79.095,0.130,Rock
722,50.0,1.500e-05,0.543,2.190e+05,0.866,2.980e-02,0.320,-4.812,0.040,137.946,0.321,Rock
723,53.0,3.880e-03,0.615,2.803e+05,0.889,0.000e+00,0.095,-2.539,0.037,131.960,0.659,Rock
724,43.0,1.530e-03,0.196,3.317e+05,0.737,7.450e-01,0.086,-8.961,0.073,96.138,0.090,Anime
725,26.0,4.880e-01,0.522,3.225e+05,0.324,7.240e-01,0.551,,0.041,115.836,0.395,Blues
726,56.0,3.800e-02,0.364,2.606e+05,0.460,1.310e-03,0.535,-8.298,0.043,93.129,0.068,Rock
727,66.0,8.740e-02,0.525,2.523e+05,0.741,1.470e-01,0.117,-5.643,0.031,117.031,0.179,Rock
728,23.0,1.360e-04,0.475,2.716e+05,0.822,0.000e+00,0.106,,0.068,134.776,0.279,Anime
729,30.0,7.260e-01,0.377,,0.111,,0.109,-17.324,0.059,96.688,0.137,Classical
730,61.0,5.340e-02,0.462,-1.000e+00,0.628,2.500e-04,0.120,-5.659,0.027,140.049,0.098,Rock
731,33.0,8.400e-01,,4.221e+05,0.007,8.440e-02,0.068,-37.783,0.046,79.046,,Classical
732,66.0,4.450e-01,0.661,1.804e+05,0.785,2.660e-04,0.085,-5.623,0.037,91.975,0.371,Rock
733,48.0,1.310e-01,0.886,2.560e+05,0.503,6.920e-04,0.104,-7.189,0.044,120.406,0.550,Hip-Hop
734,71.0,7.710e-02,0.712,2.877e+05,0.967,0.000e+00,0.356,-5.206,,145.024,0.895,Rock
735,60.0,,0.407,3.492e+05,,0.000e+00,0.234,-10.583,0.032,113.311,0.404,Rock
736,50.0,1.250e-02,0.264,2.876e+05,0.875,2.400e-01,0.092,-3.371,0.054,120.406,0.232,Rock
737,38.0,1.020e-03,0.467,2.290e+05,0.973,3.570e-02,0.053,-1.236,0.143,93.153,0.445,Anime
738,,,,,,,,,,,,Jazz
739,71.0,3.140e-02,0.559,2.059e+05,0.882,1.710e-05,0.605,-4.281,0.157,126.064,0.634,Rock
740,60.0,,0.803,,,,0.079,-6.457,0.036,115.017,0.933,Rock
741,42.0,9.030e-01,0.449,,0.174,,,-12.560,0.029,,0.288,Country
742,67.0,3.380e-01,0.633,-1.000e+00,0.559,0.000e+00,0.262,-5.135,0.313,114.983,0.473,Rock
743,57.0,2.180e-02,,2.580e+05,0.508,0.000e+00,0.237,-14.339,0.040,120.406,,Rock
744,55.0,,,1.859e+05,,8.020e-02,0.396,-5.411,0.028,88.062,,Rock
745,33.0,1.250e-01,0.726,3.342e+05,0.497,8.900e-01,0.104,-10.742,0.043,125.004,0.459,Electronic
746,42.0,,,3.702e+05,,7.110e-01,0.119,-8.081,,102.000,,Jazz
747,62.0,9.850e-01,0.657,8.694e+04,0.431,0.000e+00,0.149,-11.147,0.541,83.509,0.935,Hip-Hop
